YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_DEL15
2023,MAY,13,Saturday,PSA Airlines,TUL,CLT,0
2023,APR,3,Monday,Southwest Airlines,BWI,PVD,0
2023,MAR,3,Friday,Alaska Airlines,SEA,LIH,0
2023,JUL,10,Monday,JetBlue Airways,SYR,JFK,0
2022,AUG,8,Monday,United Air Lines,SEA,ORD,0
2022,SEP,18,Sunday,Delta Air Lines,BWI,DTW,0
2022,SEP,25,Sunday,Southwest Airlines,MCI,LAS,1
2023,JUN,17,Saturday,JetBlue Airways,FLL,BOS,0
2022,OCT,20,Thursday,Delta Air Lines,JFK,PDX,0
2023,MAR,15,Wednesday,American Airlines,ELP,DFW,0
2022,AUG,24,Wednesday,Delta Air Lines,SEA,SNA,1
2022,AUG,20,Saturday,United Air Lines,MSO,DEN,1
2023,MAR,31,Friday,Southwest Airlines,BWI,MIA,0
2023,JUL,5,Wednesday,SkyWest Airlines,LAX,RNO,0
2023,APR,5,Wednesday,Southwest Airlines,OAK,SAN,0
2022,SEP,5,Monday,United Air Lines,IAH,MSY,0
2023,AUG,8,Tuesday,Alaska Airlines,SAN,SEA,1
2023,AUG,19,Saturday,American Airlines,CLT,CLE,0
2023,MAR,1,Wednesday,SkyWest Airlines,FAR,ORD,0
2022,OCT,9,Sunday,SkyWest Airlines,DEN,HSV,0
2022,DEC,2,Friday,JetBlue Airways,MIA,LAX,1
2023,APR,3,Monday,American Airlines,JAX,CLT,0
2022,AUG,25,Thursday,Delta Air Lines,IAH,DTW,0
2022,AUG,22,Monday,American Airlines,DCA,DFW,1
2023,APR,15,Saturday,Southwest Airlines,MYR,DAL,1
2023,APR,7,Friday,Envoy Air,MEM,DFW,0
2023,AUG,28,Monday,SkyWest Airlines,ORD,BOS,0
2023,JUL,24,Monday,Southwest Airlines,PHX,BUR,0
2022,AUG,2,Tuesday,Southwest Airlines,BNA,MIA,0
2023,APR,19,Wednesday,Delta Air Lines,GRR,DTW,0
2023,APR,13,Thursday,Endeavor Air,BQK,ATL,0
2023,JUN,5,Monday,Delta Air Lines,ATL,HNL,1
2022,AUG,1,Monday,Southwest Airlines,BNA,LAS,0
2023,AUG,3,Thursday,Alaska Airlines,SAN,SEA,0
2022,OCT,6,Thursday,SkyWest Airlines,ORD,DTW,1
2023,MAR,12,Sunday,Envoy Air,ORD,CMH,0
2023,AUG,28,Monday,Southwest Airlines,LGA,STL,0
2023,JUN,23,Friday,Southwest Airlines,LGA,DEN,0
2022,NOV,27,Sunday,Southwest Airlines,PHL,STL,1
2023,MAY,8,Monday,SkyWest Airlines,SAN,LAX,0
2022,DEC,24,Saturday,Alaska Airlines,SEA,SAN,1
2023,JAN,31,Tuesday,Southwest Airlines,MDW,LAS,1
2022,SEP,18,Sunday,United Air Lines,DEN,ELP,0
2022,SEP,22,Thursday,Delta Air Lines,DTW,EWR,1
2023,MAR,12,Sunday,SkyWest Airlines,DEN,LAX,0
2023,JAN,29,Sunday,Delta Air Lines,MSP,CLT,0
2022,OCT,15,Saturday,JetBlue Airways,JFK,MCO,0
2022,SEP,21,Wednesday,American Airlines,DFW,FLL,0
2023,MAY,18,Thursday,Southwest Airlines,SJC,LIH,0
2023,JAN,16,Monday,Allegiant Air,IND,LAS,0
2022,AUG,15,Monday,Southwest Airlines,BWI,MYR,1
2022,OCT,31,Monday,Delta Air Lines,ATL,LIT,0
2023,MAR,4,Saturday,United Air Lines,IAH,RIC,0
2022,DEC,1,Thursday,American Airlines,CLT,RDU,0
2023,JUL,3,Monday,American Airlines,DCA,ORD,1
2023,AUG,23,Wednesday,Delta Air Lines,MSP,RDU,0
2023,FEB,21,Tuesday,Southwest Airlines,TPA,BDL,0
2022,OCT,11,Tuesday,Delta Air Lines,DTW,LAS,0
2023,MAR,14,Tuesday,Delta Air Lines,ATL,DAB,0
2023,MAR,15,Wednesday,Frontier Airlines,ONT,LAS,0
2022,OCT,14,Friday,SkyWest Airlines,SGU,DEN,0
2023,APR,28,Friday,Envoy Air,CVG,BOS,0
2022,SEP,21,Wednesday,Southwest Airlines,MEM,MDW,1
2023,MAR,11,Saturday,Southwest Airlines,LGA,DEN,0
2023,APR,19,Wednesday,Frontier Airlines,SNA,LAS,1
2023,MAY,5,Friday,Southwest Airlines,DAL,AMA,0
2022,NOV,28,Monday,American Airlines,CLT,CHS,0
2023,JAN,31,Tuesday,Alaska Airlines,SEA,BZN,0
2022,AUG,30,Tuesday,Delta Air Lines,ATL,GSP,1
2023,FEB,18,Saturday,Delta Air Lines,JFK,FLL,0
2023,AUG,17,Thursday,United Air Lines,ORD,DCA,1
2023,JUN,12,Monday,Southwest Airlines,JAN,ATL,0
2022,OCT,21,Friday,Delta Air Lines,ATL,MCI,0
2022,AUG,24,Wednesday,Delta Air Lines,MDT,ATL,0
2022,AUG,17,Wednesday,Southwest Airlines,ABQ,LAS,0
2023,JUL,7,Friday,Frontier Airlines,GRB,DEN,0
2022,OCT,3,Monday,United Air Lines,ORD,ROC,0
2022,DEC,22,Thursday,Republic Airline,MSN,DCA,0
2023,JUL,29,Saturday,Southwest Airlines,ONT,AUS,0
2023,AUG,26,Saturday,SkyWest Airlines,ORD,ATW,0
2023,JAN,21,Saturday,United Air Lines,DEN,MCI,0
2023,MAR,3,Friday,United Air Lines,CLE,IAH,0
2023,FEB,19,Sunday,Delta Air Lines,MSP,LAX,0
2022,OCT,10,Monday,Spirit Air Lines,CLE,LAX,1
2022,AUG,11,Thursday,SkyWest Airlines,OKC,DFW,0
2022,SEP,21,Wednesday,SkyWest Airlines,SFO,SAN,0
2023,JUL,30,Sunday,Envoy Air,DAY,DFW,0
2023,MAR,13,Monday,Delta Air Lines,ATL,GPT,1
2023,APR,10,Monday,Delta Air Lines,ATL,LAX,0
2022,DEC,19,Monday,American Airlines,MIA,DCA,0
2023,APR,22,Saturday,Envoy Air,ICT,ORD,0
2023,JAN,23,Monday,Republic Airline,LGA,ORD,0
2022,NOV,25,Friday,Delta Air Lines,DEN,ATL,0
2022,AUG,22,Monday,Hawaiian Airlines,SJC,HNL,0
2023,JUN,5,Monday,American Airlines,STL,LGA,1
2023,JUN,4,Sunday,Envoy Air,DFW,MLU,0
2023,JAN,15,Sunday,Delta Air Lines,ATL,PIT,0
2023,AUG,14,Monday,Southwest Airlines,TPA,MDW,0
2022,SEP,10,Saturday,SkyWest Airlines,MKE,MSP,0
2023,MAR,21,Tuesday,SkyWest Airlines,LAX,SLC,0
2023,APR,7,Friday,United Air Lines,MIA,ORD,0
2022,DEC,22,Thursday,Alaska Airlines,SEA,BUR,0
2022,SEP,24,Saturday,SkyWest Airlines,SFO,SMF,0
2022,OCT,9,Sunday,United Air Lines,MCO,IAD,0
2023,JUL,16,Sunday,Delta Air Lines,AUS,ATL,0
2023,MAY,18,Thursday,Delta Air Lines,MCI,SLC,0
2023,MAY,19,Friday,Republic Airline,JFK,BOS,0
2022,OCT,22,Saturday,United Air Lines,EWR,IAH,0
2022,NOV,14,Monday,Delta Air Lines,MSP,SNA,0
2023,FEB,4,Saturday,Delta Air Lines,DTW,ORD,0
2023,MAR,2,Thursday,Southwest Airlines,PHX,GEG,0
2022,AUG,29,Monday,American Airlines,PHL,STL,0
2022,AUG,31,Wednesday,Southwest Airlines,LAS,OAK,1
2023,FEB,13,Monday,United Air Lines,MSY,IAH,0
2022,NOV,11,Friday,Southwest Airlines,BNA,IAH,0
2023,APR,12,Wednesday,Alaska Airlines,BUR,SEA,0
2023,MAR,31,Friday,United Air Lines,DEN,BOS,1
2023,JUN,2,Friday,United Air Lines,HNL,SFO,0
2023,JUL,23,Sunday,Delta Air Lines,CAE,ATL,0
2022,OCT,18,Tuesday,SkyWest Airlines,SAN,SMF,0
2023,MAR,14,Tuesday,United Air Lines,GSP,ORD,0
2023,AUG,11,Friday,Southwest Airlines,LAX,SJC,0
2022,AUG,18,Thursday,American Airlines,DFW,DEN,1
2022,OCT,7,Friday,Spirit Air Lines,MSY,LAS,0
2023,MAY,10,Wednesday,United Air Lines,AUS,EWR,1
2022,NOV,10,Thursday,American Airlines,OKC,CLT,0
2023,JAN,8,Sunday,United Air Lines,DSM,ORD,0
2022,OCT,31,Monday,Southwest Airlines,DAL,ELP,0
2022,OCT,8,Saturday,Delta Air Lines,ATL,MCO,0
2022,SEP,12,Monday,Republic Airline,DTW,CMH,0
2022,OCT,4,Tuesday,Southwest Airlines,OGG,HNL,0
2023,JUL,16,Sunday,Southwest Airlines,BNA,PHL,1
2022,DEC,15,Thursday,Southwest Airlines,ATL,MCO,0
2023,JUL,13,Thursday,Allegiant Air,MEM,PIE,0
2023,JUL,29,Saturday,Delta Air Lines,HNL,SEA,0
2023,JAN,2,Monday,American Airlines,DFW,LAS,0
2022,NOV,1,Tuesday,Hawaiian Airlines,HNL,LIH,1
2022,OCT,26,Wednesday,United Air Lines,DEN,PHX,0
2023,JAN,17,Tuesday,Southwest Airlines,MCO,BWI,0
2023,JUN,1,Thursday,Envoy Air,XNA,CLT,0
2023,MAY,16,Tuesday,PSA Airlines,DFW,TLH,0
2023,MAR,5,Sunday,Endeavor Air,LGA,SCE,0
2023,AUG,12,Saturday,Southwest Airlines,DCA,TPA,1
2022,NOV,2,Wednesday,Delta Air Lines,BOI,ATL,1
2023,MAR,18,Saturday,Southwest Airlines,OAK,LAS,0
2023,APR,9,Sunday,SkyWest Airlines,BOI,SEA,0
2023,MAY,25,Thursday,American Airlines,CLT,EWR,0
2023,AUG,3,Thursday,Envoy Air,DFW,LBB,0
2022,SEP,18,Sunday,Delta Air Lines,ATL,ROC,1
2023,JAN,24,Tuesday,American Airlines,ORD,LAX,0
2022,DEC,28,Wednesday,Republic Airline,RDU,BOS,0
2023,APR,24,Monday,Southwest Airlines,DEN,COS,0
2023,FEB,10,Friday,Republic Airline,CMH,EWR,0
2022,DEC,11,Sunday,Delta Air Lines,BNA,DTW,0
2022,NOV,20,Sunday,Southwest Airlines,PHX,STL,1
2022,NOV,30,Wednesday,JetBlue Airways,LAX,JFK,0
2023,AUG,20,Sunday,Frontier Airlines,PHX,ATL,0
2022,AUG,9,Tuesday,United Air Lines,ORD,LAS,0
2023,FEB,12,Sunday,United Air Lines,DEN,TUS,0
2022,OCT,8,Saturday,United Air Lines,DFW,IAH,0
2023,AUG,8,Tuesday,Southwest Airlines,RDU,ATL,0
2023,AUG,10,Thursday,Southwest Airlines,COS,DEN,0
2023,FEB,24,Friday,JetBlue Airways,FLL,JAX,1
2023,APR,2,Sunday,Allegiant Air,SNA,DSM,1
2023,JUN,2,Friday,SkyWest Airlines,LAX,SMF,0
2023,MAY,16,Tuesday,SkyWest Airlines,SBP,PHX,0
2023,JUN,9,Friday,Endeavor Air,LGA,ORH,1
2023,JUL,10,Monday,JetBlue Airways,FLL,LAX,0
2022,AUG,27,Saturday,PSA Airlines,ORF,PHL,0
2022,AUG,14,Sunday,SkyWest Airlines,DEN,MAF,0
2023,AUG,28,Monday,Endeavor Air,JFK,CVG,0
2023,FEB,19,Sunday,United Air Lines,GJT,DEN,0
2022,NOV,21,Monday,Southwest Airlines,OGG,PHX,0
2023,AUG,10,Thursday,Alaska Airlines,SEA,MCI,0
2022,AUG,10,Wednesday,Mesa Airlines,SMF,PHX,0
2023,MAY,1,Monday,United Air Lines,EWR,PBI,0
2023,AUG,22,Tuesday,United Air Lines,EWR,LAS,1
2022,OCT,25,Tuesday,Southwest Airlines,PHX,DEN,0
2022,DEC,6,Tuesday,United Air Lines,SEA,SFO,0
2023,JUL,5,Wednesday,Delta Air Lines,LGA,BOS,0
2023,MAY,28,Sunday,Delta Air Lines,FAR,MSP,0
2022,NOV,5,Saturday,Envoy Air,DCA,CVG,1
2023,MAY,1,Monday,Southwest Airlines,MDW,MSP,1
2023,MAY,12,Friday,American Airlines,SAN,PHX,0
2022,OCT,10,Monday,Southwest Airlines,GEG,LAS,0
2023,JUL,19,Wednesday,American Airlines,ORD,PHL,0
2022,SEP,8,Thursday,JetBlue Airways,BUF,JFK,1
2022,AUG,14,Sunday,Frontier Airlines,MCO,RDU,0
2023,MAR,25,Saturday,Republic Airline,PHL,BOS,0
2022,SEP,18,Sunday,Mesa Airlines,DFW,MLI,0
2022,SEP,1,Thursday,Delta Air Lines,ATL,CLE,1
2023,MAY,18,Thursday,Southwest Airlines,STL,LIT,1
2022,OCT,7,Friday,Southwest Airlines,DEN,BUR,0
2023,APR,26,Wednesday,Delta Air Lines,SEA,KOA,0
2023,MAR,27,Monday,United Air Lines,MCO,EWR,0
2022,OCT,23,Sunday,United Air Lines,ORD,IAD,0
2023,MAY,25,Thursday,American Airlines,DFW,AUS,0
2023,MAR,20,Monday,Delta Air Lines,LAX,SLC,0
2022,AUG,9,Tuesday,Mesa Airlines,IAH,LGA,0
2022,NOV,9,Wednesday,Delta Air Lines,ORF,ATL,0
2023,JUN,4,Sunday,Delta Air Lines,ATL,SAT,0
2023,MAR,21,Tuesday,Envoy Air,LIT,DCA,0
2023,JAN,5,Thursday,Endeavor Air,TRI,ATL,0
2023,JUN,11,Sunday,Delta Air Lines,ATL,CMH,1
2023,JUL,4,Tuesday,Delta Air Lines,ATL,ORD,0
2023,JAN,2,Monday,JetBlue Airways,JAX,FLL,1
2023,MAY,26,Friday,Delta Air Lines,MSY,DTW,0
2022,SEP,20,Tuesday,PSA Airlines,PHL,BHM,0
2023,JUL,30,Sunday,American Airlines,PHX,BUR,0
2023,JUL,20,Thursday,American Airlines,BNA,LGA,1
2023,MAR,20,Monday,Endeavor Air,DTW,CVG,0
2022,NOV,10,Thursday,Delta Air Lines,ATL,BWI,0
2023,FEB,6,Monday,Southwest Airlines,ONT,LAS,0
2023,APR,22,Saturday,Southwest Airlines,MHT,MCO,1
2023,APR,11,Tuesday,SkyWest Airlines,PSP,IAH,0
2023,APR,19,Wednesday,Southwest Airlines,BWI,GRR,0
2023,MAY,4,Thursday,SkyWest Airlines,PSP,SFO,0
2023,MAR,16,Thursday,United Air Lines,MAF,IAH,0
2023,APR,17,Monday,Republic Airline,GSO,EWR,1
2022,SEP,12,Monday,JetBlue Airways,LGA,MSY,0
2022,DEC,16,Friday,Southwest Airlines,ATL,MDW,1
2023,AUG,25,Friday,United Air Lines,ORD,ORF,1
2023,MAY,30,Tuesday,Southwest Airlines,SNA,LAS,1
2023,MAR,13,Monday,JetBlue Airways,EWR,BOS,0
2022,DEC,20,Tuesday,United Air Lines,SJC,IAH,0
2023,AUG,23,Wednesday,Southwest Airlines,FLL,BWI,0
2023,AUG,18,Friday,United Air Lines,EWR,FLL,1
2023,APR,20,Thursday,Southwest Airlines,BZN,DEN,0
2023,AUG,24,Thursday,American Airlines,BWI,CLT,0
2022,DEC,13,Tuesday,American Airlines,MSP,CLT,0
2022,SEP,3,Saturday,Delta Air Lines,MCO,ATL,0
2022,OCT,14,Friday,American Airlines,MIA,ATL,0
2022,SEP,22,Thursday,SkyWest Airlines,JAN,DFW,1
2023,APR,29,Saturday,Republic Airline,LGA,IND,0
2022,DEC,13,Tuesday,Horizon Air,SEA,PSC,0
2022,OCT,11,Tuesday,Mesa Airlines,LGB,PHX,0
2022,NOV,16,Wednesday,United Air Lines,LAX,SFO,1
2023,FEB,13,Monday,Republic Airline,LGA,RIC,0
2023,JUL,17,Monday,Republic Airline,PIT,EWR,0
2023,MAR,23,Thursday,Southwest Airlines,SMF,LAX,0
2023,JAN,15,Sunday,Delta Air Lines,ATL,DEN,0
2023,JAN,5,Thursday,American Airlines,DFW,MEM,0
2022,NOV,24,Thursday,Southwest Airlines,TPA,MDW,0
2023,JUL,7,Friday,United Air Lines,MSY,IAD,1
2023,AUG,3,Thursday,SkyWest Airlines,DAY,ORD,0
2022,AUG,17,Wednesday,United Air Lines,FLL,EWR,0
2022,NOV,23,Wednesday,Delta Air Lines,MCI,ATL,0
2022,OCT,17,Monday,Delta Air Lines,ATL,SDF,0
2023,FEB,1,Wednesday,Delta Air Lines,SEA,LAX,0
2023,APR,16,Sunday,American Airlines,MIA,LAS,0
2022,OCT,30,Sunday,Southwest Airlines,SAT,STL,0
2023,JUL,17,Monday,SkyWest Airlines,SNA,SFO,1
2022,SEP,5,Monday,United Air Lines,OMA,DEN,0
2023,JUN,26,Monday,Alaska Airlines,PHX,SEA,0
2022,SEP,26,Monday,Envoy Air,BTR,DFW,0
2022,SEP,20,Tuesday,American Airlines,DFW,PHL,1
2023,AUG,27,Sunday,Delta Air Lines,LAX,SEA,1
2023,JUN,2,Friday,Delta Air Lines,EWR,ATL,1
2023,JAN,21,Saturday,PSA Airlines,TRI,CLT,0
2023,FEB,28,Tuesday,JetBlue Airways,MCO,JFK,0
2022,AUG,11,Thursday,Alaska Airlines,BRW,ANC,0
2023,JUL,25,Tuesday,Republic Airline,DCA,RDU,0
2023,JAN,26,Thursday,Spirit Air Lines,LAS,SAT,0
2023,APR,2,Sunday,Southwest Airlines,HOU,LAX,0
2023,AUG,31,Thursday,Southwest Airlines,GRR,DEN,0
2023,FEB,23,Thursday,Southwest Airlines,MDW,MSY,0
2022,SEP,2,Friday,Delta Air Lines,JFK,SFO,0
2023,JAN,3,Tuesday,American Airlines,ORD,PHX,0
2022,OCT,7,Friday,Spirit Air Lines,LAX,ATL,1
2022,SEP,30,Friday,Frontier Airlines,HSV,DEN,1
2023,FEB,27,Monday,PSA Airlines,CVG,CLT,0
2022,DEC,12,Monday,United Air Lines,OMA,IAH,0
2023,JUN,1,Thursday,Delta Air Lines,MSP,SNA,0
2022,OCT,29,Saturday,Frontier Airlines,LAS,MDW,0
2022,DEC,27,Tuesday,American Airlines,MCO,PHX,1
2022,AUG,7,Sunday,American Airlines,PHL,ORD,1
2022,DEC,24,Saturday,Southwest Airlines,SMF,LAX,0
2023,MAR,27,Monday,Delta Air Lines,SEA,FAI,0
2023,JUN,2,Friday,Delta Air Lines,ONT,SLC,0
2023,JUN,1,Thursday,Southwest Airlines,SJC,LAS,0
2023,MAY,18,Thursday,United Air Lines,RSW,IAH,0
2023,JAN,15,Sunday,Alaska Airlines,SEA,LAX,0
2023,JUL,6,Thursday,American Airlines,STL,CLT,0
2022,SEP,18,Sunday,Envoy Air,ROC,ORD,0
2022,DEC,4,Sunday,United Air Lines,SFO,LAS,0
2022,NOV,12,Saturday,American Airlines,LGA,DCA,0
2023,JUN,28,Wednesday,SkyWest Airlines,OKC,AUS,0
2023,JUL,15,Saturday,Delta Air Lines,ALB,ATL,0
2022,NOV,14,Monday,American Airlines,JAX,CLT,1
2022,SEP,22,Thursday,Southwest Airlines,DAL,SAT,1
2022,AUG,10,Wednesday,Delta Air Lines,JFK,LAS,0
2022,SEP,19,Monday,SkyWest Airlines,TUL,ORD,0
2023,JAN,1,Sunday,Delta Air Lines,ATL,MSP,1
2022,AUG,19,Friday,Delta Air Lines,DTW,CLT,0
2023,JUN,29,Thursday,Republic Airline,LGA,CVG,0
2023,JAN,25,Wednesday,Delta Air Lines,ATL,STX,0
2022,SEP,5,Monday,Southwest Airlines,ELP,SAT,0
2023,FEB,7,Tuesday,American Airlines,DCA,TPA,0
2023,JUL,5,Wednesday,Republic Airline,LGA,MEM,0
2022,SEP,18,Sunday,Southwest Airlines,BNA,MDW,0
2023,AUG,17,Thursday,United Air Lines,IAH,DTW,1
2022,NOV,22,Tuesday,Southwest Airlines,AUS,LAS,0
2023,MAR,19,Sunday,JetBlue Airways,BOS,LAX,0
2023,APR,12,Wednesday,PSA Airlines,PHL,PIT,0
2023,MAR,28,Tuesday,American Airlines,ORD,CLT,1
2023,FEB,7,Tuesday,Delta Air Lines,LEX,ATL,0
2023,MAR,31,Friday,SkyWest Airlines,DEN,SHR,0
2023,MAY,20,Saturday,American Airlines,MSP,CLT,0
2022,SEP,14,Wednesday,American Airlines,SAT,DFW,0
2023,MAY,18,Thursday,Envoy Air,ORD,ABQ,0
2022,DEC,21,Wednesday,American Airlines,BOS,MIA,0
2023,JUN,5,Monday,Endeavor Air,MSP,TVC,0
2022,AUG,31,Wednesday,Spirit Air Lines,LAS,MCI,0
2023,APR,29,Saturday,Alaska Airlines,PHX,SEA,0
2023,JUN,6,Tuesday,Endeavor Air,LGA,IND,1
2023,MAR,6,Monday,SkyWest Airlines,SLC,COS,0
2023,JAN,13,Friday,Delta Air Lines,ATL,CMH,0
2023,APR,18,Tuesday,PSA Airlines,PHL,DCA,0
2023,JUL,15,Saturday,SkyWest Airlines,GRB,DTW,0
2022,AUG,1,Monday,Southwest Airlines,DEN,PIT,1
2023,JUL,6,Thursday,United Air Lines,DEN,BIL,0
2022,OCT,24,Monday,Delta Air Lines,DAB,ATL,0
2023,AUG,6,Sunday,Southwest Airlines,DEN,OKC,0
2023,JUN,20,Tuesday,Frontier Airlines,SJU,MDW,0
2022,DEC,5,Monday,Delta Air Lines,DFW,SLC,0
2023,JUL,23,Sunday,Southwest Airlines,DAL,IAH,1
2022,DEC,12,Monday,Hawaiian Airlines,LIH,HNL,1
2022,OCT,26,Wednesday,Southwest Airlines,STL,MDW,1
2023,FEB,5,Sunday,SkyWest Airlines,MSP,GRR,0
2023,AUG,31,Thursday,JetBlue Airways,JAX,FLL,1
2023,MAY,6,Saturday,Southwest Airlines,TPA,PHL,0
2022,SEP,1,Thursday,Republic Airline,MVY,DCA,1
2023,AUG,30,Wednesday,Delta Air Lines,PWM,ATL,0
2023,JUN,1,Thursday,Delta Air Lines,IND,DTW,0
2022,SEP,18,Sunday,Spirit Air Lines,MCO,BNA,0
2023,MAR,20,Monday,Envoy Air,DFW,ICT,0
2022,AUG,11,Thursday,Republic Airline,MCI,BOS,0
2023,JAN,29,Sunday,JetBlue Airways,JFK,BOS,0
2023,AUG,14,Monday,United Air Lines,EWR,DEN,1
2023,JUN,15,Thursday,American Airlines,MIA,JFK,1
2022,OCT,16,Sunday,Delta Air Lines,ATL,TUL,0
2023,JAN,31,Tuesday,Southwest Airlines,LAS,ABQ,1
2023,JUL,22,Saturday,Southwest Airlines,DAL,AMA,0
2022,DEC,19,Monday,SkyWest Airlines,BTR,DFW,0
2023,JUL,25,Tuesday,Southwest Airlines,ATL,MDW,0
2023,JAN,16,Monday,Southwest Airlines,FLL,BWI,0
2023,FEB,3,Friday,Envoy Air,GRR,ORD,0
2022,AUG,25,Thursday,Spirit Air Lines,LAS,SMF,0
2022,DEC,22,Thursday,Frontier Airlines,ATL,DFW,0
2023,AUG,2,Wednesday,Southwest Airlines,DAL,IAH,0
2023,MAY,28,Sunday,Southwest Airlines,IAH,LAS,0
2023,JUN,24,Saturday,Southwest Airlines,DAL,DEN,0
2022,SEP,11,Sunday,SkyWest Airlines,LEX,ORD,0
2023,APR,3,Monday,Delta Air Lines,SEA,FLL,0
2023,FEB,13,Monday,Spirit Air Lines,LAS,PDX,1
2022,AUG,1,Monday,Alaska Airlines,LAX,SEA,0
2023,JUL,22,Saturday,American Airlines,MIA,AUS,1
2022,AUG,24,Wednesday,SkyWest Airlines,GRR,MSP,0
2022,SEP,7,Wednesday,Delta Air Lines,FLL,DTW,0
2023,JUN,9,Friday,Allegiant Air,IND,PGD,0
2023,MAR,26,Sunday,United Air Lines,LAX,EWR,0
2022,NOV,23,Wednesday,Frontier Airlines,PHL,MCO,1
2023,MAR,15,Wednesday,PSA Airlines,ECP,DCA,0
2022,OCT,16,Sunday,American Airlines,CLT,ATL,1
2022,OCT,4,Tuesday,Republic Airline,LGA,MEM,0
2023,MAY,26,Friday,Hawaiian Airlines,HNL,LIH,0
2023,JAN,2,Monday,Delta Air Lines,SLC,HNL,0
2023,JAN,30,Monday,American Airlines,TPA,MIA,0
2023,AUG,30,Wednesday,JetBlue Airways,MCO,BQN,0
2022,AUG,5,Friday,Spirit Air Lines,MYR,EWR,0
2022,NOV,28,Monday,PSA Airlines,CLT,ABE,1
2022,AUG,27,Saturday,Southwest Airlines,PHX,DTW,1
2023,MAY,12,Friday,Southwest Airlines,OAK,SNA,0
2023,MAY,27,Saturday,SkyWest Airlines,FAR,DEN,1
2023,MAR,25,Saturday,JetBlue Airways,FLL,HPN,0
2022,OCT,16,Sunday,Delta Air Lines,ATL,MSY,0
2022,SEP,2,Friday,Delta Air Lines,DTW,SFO,0
2023,JUN,30,Friday,Envoy Air,ORD,CHS,0
2023,MAR,6,Monday,Endeavor Air,LGA,IND,0
2023,JUN,14,Wednesday,American Airlines,SEA,ORD,0
2023,JUN,9,Friday,JetBlue Airways,SFO,BOS,0
2023,MAR,22,Wednesday,Southwest Airlines,LAS,DAL,1
2023,AUG,27,Sunday,United Air Lines,IND,DEN,0
2022,AUG,30,Tuesday,Delta Air Lines,DTW,SEA,0
2022,SEP,20,Tuesday,Endeavor Air,BNA,RDU,1
2022,NOV,5,Saturday,American Airlines,PHL,BNA,0
2023,JUL,31,Monday,Delta Air Lines,SJU,BOS,0
2022,OCT,30,Sunday,United Air Lines,IAD,BOS,0
2023,AUG,22,Tuesday,SkyWest Airlines,PLN,DTW,0
2022,AUG,23,Tuesday,SkyWest Airlines,SLC,PSP,0
2022,OCT,18,Tuesday,Hawaiian Airlines,LGB,HNL,0
2023,JAN,2,Monday,PSA Airlines,DCA,BTV,1
2022,AUG,1,Monday,SkyWest Airlines,XWA,MSP,0
2022,OCT,1,Saturday,American Airlines,BDL,CLT,0
2022,AUG,18,Thursday,Southwest Airlines,ROC,MDW,0
2023,MAR,8,Wednesday,American Airlines,DFW,MSN,1
2022,AUG,9,Tuesday,Delta Air Lines,MIA,JFK,1
2022,OCT,11,Tuesday,American Airlines,LGA,CLT,0
2023,FEB,18,Saturday,Southwest Airlines,SJC,PHX,0
2022,SEP,22,Thursday,Delta Air Lines,IND,ATL,0
2022,SEP,27,Tuesday,Southwest Airlines,PDX,SJC,0
2022,DEC,15,Thursday,Republic Airline,IAD,CMH,1
2023,MAR,24,Friday,JetBlue Airways,FLL,BOS,0
2022,DEC,11,Sunday,Endeavor Air,BNA,LGA,0
2023,JUN,8,Thursday,Delta Air Lines,IAH,DTW,0
2022,SEP,16,Friday,Delta Air Lines,JAX,ATL,0
2023,FEB,19,Sunday,Delta Air Lines,DCA,ATL,0
2022,AUG,29,Monday,Delta Air Lines,PWM,ATL,0
2023,JUL,7,Friday,SkyWest Airlines,SFO,LAX,0
2023,JAN,3,Tuesday,JetBlue Airways,BUF,JFK,1
2022,AUG,26,Friday,Allegiant Air,CVG,PGD,0
2022,DEC,9,Friday,Southwest Airlines,PHX,SJC,1
2022,DEC,4,Sunday,Allegiant Air,BNA,MLB,0
2023,MAR,19,Sunday,Spirit Air Lines,FLL,CMH,1
2023,MAR,23,Thursday,Delta Air Lines,DTW,IAH,0
2023,MAY,6,Saturday,Southwest Airlines,ATL,AUS,0
2023,MAR,13,Monday,Frontier Airlines,DFW,DEN,0
2022,OCT,2,Sunday,Southwest Airlines,DEN,COS,0
2022,SEP,2,Friday,Horizon Air,SEA,FCA,0
2022,NOV,4,Friday,Delta Air Lines,SMF,LAX,0
2023,JUN,5,Monday,SkyWest Airlines,JAC,DEN,0
2023,MAR,14,Tuesday,Southwest Airlines,PHX,BWI,0
2023,JUL,19,Wednesday,Southwest Airlines,SNA,PHX,0
2023,JUN,2,Friday,Delta Air Lines,DCA,DTW,0
2023,JUN,13,Tuesday,Frontier Airlines,TPA,PHL,0
2022,SEP,5,Monday,Southwest Airlines,LGB,SJC,0
2023,JAN,19,Thursday,Delta Air Lines,ATL,AUS,0
2022,DEC,10,Saturday,Envoy Air,ORD,MQT,0
2022,OCT,8,Saturday,SkyWest Airlines,SEA,RDM,0
2023,AUG,9,Wednesday,Delta Air Lines,SLC,SEA,0
2023,JAN,18,Wednesday,Delta Air Lines,ATL,JAN,0
2023,APR,29,Saturday,Alaska Airlines,SFO,LAS,0
