YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2023,MAR,31,Friday,Southwest Airlines,BWI,"Baltimore, MD",MIA,"Miami, FL",0,0
2023,JUL,5,Wednesday,SkyWest Airlines,LAX,"Los Angeles, CA",RNO,"Reno, NV",0,0
2023,APR,5,Wednesday,Southwest Airlines,OAK,"Oakland, CA",SAN,"San Diego, CA",0,0
2022,SEP,5,Monday,United Air Lines,IAH,"Houston, TX",MSY,"New Orleans, LA",0,0
2023,AUG,8,Tuesday,Alaska Airlines,SAN,"San Diego, CA",SEA,"Seattle, WA",1,1
2023,AUG,19,Saturday,American Airlines,CLT,"Charlotte, NC",CLE,"Cleveland, OH",0,0
2023,MAR,1,Wednesday,SkyWest Airlines,FAR,"Fargo, ND",ORD,"Chicago, IL",0,0
2022,OCT,9,Sunday,SkyWest Airlines,DEN,"Denver, CO",HSV,"Huntsville, AL",0,0
2022,DEC,2,Friday,JetBlue Airways,MIA,"Miami, FL",LAX,"Los Angeles, CA",1,0
2023,APR,3,Monday,American Airlines,JAX,"Jacksonville, FL",CLT,"Charlotte, NC",0,0
2022,AUG,25,Thursday,Delta Air Lines,IAH,"Houston, TX",DTW,"Detroit, MI",0,0
2022,AUG,22,Monday,American Airlines,DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX",1,1
2023,APR,15,Saturday,Southwest Airlines,MYR,"Myrtle Beach, SC",DAL,"Dallas, TX",1,1
2023,APR,7,Friday,Envoy Air,MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX",0,0
2023,AUG,28,Monday,SkyWest Airlines,ORD,"Chicago, IL",BOS,"Boston, MA",0,0
2023,JUL,24,Monday,Southwest Airlines,PHX,"Phoenix, AZ",BUR,"Burbank, CA",0,0
2022,AUG,2,Tuesday,Southwest Airlines,BNA,"Nashville, TN",MIA,"Miami, FL",0,0
2023,APR,19,Wednesday,Delta Air Lines,GRR,"Grand Rapids, MI",DTW,"Detroit, MI",0,0
2023,APR,13,Thursday,Endeavor Air,BQK,"Brunswick, GA",ATL,"Atlanta, GA",0,0
2023,JUN,5,Monday,Delta Air Lines,ATL,"Atlanta, GA",HNL,"Honolulu, HI",1,1
2022,AUG,1,Monday,Southwest Airlines,BNA,"Nashville, TN",LAS,"Las Vegas, NV",0,0
2023,AUG,3,Thursday,Alaska Airlines,SAN,"San Diego, CA",SEA,"Seattle, WA",0,0
2022,OCT,6,Thursday,SkyWest Airlines,ORD,"Chicago, IL",DTW,"Detroit, MI",1,1
2023,MAR,12,Sunday,Envoy Air,ORD,"Chicago, IL",CMH,"Columbus, OH",0,1
2023,AUG,28,Monday,Southwest Airlines,LGA,"New York, NY",STL,"St. Louis, MO",0,0
2023,JUN,23,Friday,Southwest Airlines,LGA,"New York, NY",DEN,"Denver, CO",0,0
2022,NOV,27,Sunday,Southwest Airlines,PHL,"Philadelphia, PA",STL,"St. Louis, MO",1,1
2023,MAY,8,Monday,SkyWest Airlines,SAN,"San Diego, CA",LAX,"Los Angeles, CA",0,0
2022,DEC,24,Saturday,Alaska Airlines,SEA,"Seattle, WA",SAN,"San Diego, CA",1,0
2023,JAN,31,Tuesday,Southwest Airlines,MDW,"Chicago, IL",LAS,"Las Vegas, NV",1,1
2022,SEP,18,Sunday,United Air Lines,DEN,"Denver, CO",ELP,"El Paso, TX",0,1
2022,SEP,22,Thursday,Delta Air Lines,DTW,"Detroit, MI",EWR,"Newark, NJ",1,1
2023,MAR,12,Sunday,SkyWest Airlines,DEN,"Denver, CO",LAX,"Los Angeles, CA",0,0
2023,JAN,29,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",CLT,"Charlotte, NC",0,0
2022,OCT,15,Saturday,JetBlue Airways,JFK,"New York, NY",MCO,"Orlando, FL",0,0
2022,SEP,21,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",FLL,"Fort Lauderdale, FL",0,0
2023,MAY,18,Thursday,Southwest Airlines,SJC,"San Jose, CA",LIH,"Lihue, HI",0,0
2023,JAN,16,Monday,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",0,0
2022,AUG,15,Monday,Southwest Airlines,BWI,"Baltimore, MD",MYR,"Myrtle Beach, SC",1,1
2022,OCT,31,Monday,Delta Air Lines,ATL,"Atlanta, GA",LIT,"Little Rock, AR",0,0
2023,MAR,4,Saturday,United Air Lines,IAH,"Houston, TX",RIC,"Richmond, VA",0,0
2022,DEC,1,Thursday,American Airlines,CLT,"Charlotte, NC",RDU,"Raleigh/Durham, NC",0,0
2023,JUL,3,Monday,American Airlines,DCA,"Washington, DC",ORD,"Chicago, IL",1,1
2023,AUG,23,Wednesday,Delta Air Lines,MSP,"Minneapolis, MN",RDU,"Raleigh/Durham, NC",0,0
2023,FEB,21,Tuesday,Southwest Airlines,TPA,"Tampa, FL",BDL,"Hartford, CT",0,0
2022,OCT,11,Tuesday,Delta Air Lines,DTW,"Detroit, MI",LAS,"Las Vegas, NV",0,0
2023,MAR,14,Tuesday,Delta Air Lines,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",0,0
2023,MAR,15,Wednesday,Frontier Airlines,ONT,"Ontario, CA",LAS,"Las Vegas, NV",0,0
2022,OCT,14,Friday,SkyWest Airlines,SGU,"St. George, UT",DEN,"Denver, CO",0,0
2023,APR,28,Friday,Envoy Air,CVG,"Cincinnati, OH",BOS,"Boston, MA",0,0
2022,SEP,21,Wednesday,Southwest Airlines,MEM,"Memphis, TN",MDW,"Chicago, IL",1,1
2023,MAR,11,Saturday,Southwest Airlines,LGA,"New York, NY",DEN,"Denver, CO",0,0
2023,APR,19,Wednesday,Frontier Airlines,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1,1
2023,MAY,5,Friday,Southwest Airlines,DAL,"Dallas, TX",AMA,"Amarillo, TX",0,0
2022,NOV,28,Monday,American Airlines,CLT,"Charlotte, NC",CHS,"Charleston, SC",0,0
2023,JAN,31,Tuesday,Alaska Airlines,SEA,"Seattle, WA",BZN,"Bozeman, MT",0,0
2022,AUG,30,Tuesday,Delta Air Lines,ATL,"Atlanta, GA",GSP,"Greer, SC",1,0
2023,FEB,18,Saturday,Delta Air Lines,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0,0
2023,AUG,17,Thursday,United Air Lines,ORD,"Chicago, IL",DCA,"Washington, DC",1,1
2023,JUN,12,Monday,Southwest Airlines,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",0,0
2022,OCT,21,Friday,Delta Air Lines,ATL,"Atlanta, GA",MCI,"Kansas City, MO",0,0
2022,AUG,24,Wednesday,Delta Air Lines,MDT,"Harrisburg, PA",ATL,"Atlanta, GA",0,0
2022,AUG,17,Wednesday,Southwest Airlines,ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV",0,0
2023,JUL,7,Friday,Frontier Airlines,GRB,"Green Bay, WI",DEN,"Denver, CO",0,0
2022,OCT,3,Monday,United Air Lines,ORD,"Chicago, IL",ROC,"Rochester, NY",0,0
2022,DEC,22,Thursday,Republic Airline,MSN,"Madison, WI",DCA,"Washington, DC",0,1
2023,JUL,29,Saturday,Southwest Airlines,ONT,"Ontario, CA",AUS,"Austin, TX",0,0
2023,AUG,26,Saturday,SkyWest Airlines,ORD,"Chicago, IL",ATW,"Appleton, WI",0,1
2023,JAN,21,Saturday,United Air Lines,DEN,"Denver, CO",MCI,"Kansas City, MO",0,0
2023,MAR,3,Friday,United Air Lines,CLE,"Cleveland, OH",IAH,"Houston, TX",0,1
2023,FEB,19,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",0,0
2022,OCT,10,Monday,Spirit Air Lines,CLE,"Cleveland, OH",LAX,"Los Angeles, CA",1,1
2022,AUG,11,Thursday,SkyWest Airlines,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",0,0
2022,SEP,21,Wednesday,SkyWest Airlines,SFO,"San Francisco, CA",SAN,"San Diego, CA",0,0
2023,JUL,30,Sunday,Envoy Air,DAY,"Dayton, OH",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAR,13,Monday,Delta Air Lines,ATL,"Atlanta, GA",GPT,"Gulfport/Biloxi, MS",1,1
2023,APR,10,Monday,Delta Air Lines,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",0,0
2022,DEC,19,Monday,American Airlines,MIA,"Miami, FL",DCA,"Washington, DC",0,0
2023,APR,22,Saturday,Envoy Air,ICT,"Wichita, KS",ORD,"Chicago, IL",0,0
2023,JAN,23,Monday,Republic Airline,LGA,"New York, NY",ORD,"Chicago, IL",0,0
2022,NOV,25,Friday,Delta Air Lines,DEN,"Denver, CO",ATL,"Atlanta, GA",0,0
2022,AUG,22,Monday,Hawaiian Airlines,SJC,"San Jose, CA",HNL,"Honolulu, HI",0,0
2023,JUN,5,Monday,American Airlines,STL,"St. Louis, MO",LGA,"New York, NY",1,1
2023,JUN,4,Sunday,Envoy Air,DFW,"Dallas/Fort Worth, TX",MLU,"Monroe, LA",0,0
2023,JAN,15,Sunday,Delta Air Lines,ATL,"Atlanta, GA",PIT,"Pittsburgh, PA",0,0
2023,AUG,14,Monday,Southwest Airlines,TPA,"Tampa, FL",MDW,"Chicago, IL",0,0
2022,SEP,10,Saturday,SkyWest Airlines,MKE,"Milwaukee, WI",MSP,"Minneapolis, MN",0,0
2023,MAR,21,Tuesday,SkyWest Airlines,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",0,0
2023,APR,7,Friday,United Air Lines,MIA,"Miami, FL",ORD,"Chicago, IL",0,0
2022,DEC,22,Thursday,Alaska Airlines,SEA,"Seattle, WA",BUR,"Burbank, CA",0,0
2022,SEP,24,Saturday,SkyWest Airlines,SFO,"San Francisco, CA",SMF,"Sacramento, CA",0,0
2022,OCT,9,Sunday,United Air Lines,MCO,"Orlando, FL",IAD,"Washington, DC",0,0
2023,JUL,16,Sunday,Delta Air Lines,AUS,"Austin, TX",ATL,"Atlanta, GA",0,0
2023,MAY,18,Thursday,Delta Air Lines,MCI,"Kansas City, MO",SLC,"Salt Lake City, UT",0,0
2023,MAY,19,Friday,Republic Airline,JFK,"New York, NY",BOS,"Boston, MA",0,0
2022,OCT,22,Saturday,United Air Lines,EWR,"Newark, NJ",IAH,"Houston, TX",0,0
2022,NOV,14,Monday,Delta Air Lines,MSP,"Minneapolis, MN",SNA,"Santa Ana, CA",0,0
2023,FEB,4,Saturday,Delta Air Lines,DTW,"Detroit, MI",ORD,"Chicago, IL",0,0
2023,MAR,2,Thursday,Southwest Airlines,PHX,"Phoenix, AZ",GEG,"Spokane, WA",0,0
2022,AUG,29,Monday,American Airlines,PHL,"Philadelphia, PA",STL,"St. Louis, MO",0,0
2022,AUG,31,Wednesday,Southwest Airlines,LAS,"Las Vegas, NV",OAK,"Oakland, CA",1,1
2023,FEB,13,Monday,United Air Lines,MSY,"New Orleans, LA",IAH,"Houston, TX",0,1
2022,NOV,11,Friday,Southwest Airlines,BNA,"Nashville, TN",IAH,"Houston, TX",0,0
2023,APR,12,Wednesday,Alaska Airlines,BUR,"Burbank, CA",SEA,"Seattle, WA",0,0
2023,MAR,31,Friday,United Air Lines,DEN,"Denver, CO",BOS,"Boston, MA",1,0
2023,JUN,2,Friday,United Air Lines,HNL,"Honolulu, HI",SFO,"San Francisco, CA",0,0
2023,JUL,23,Sunday,Delta Air Lines,CAE,"Columbia, SC",ATL,"Atlanta, GA",0,0
2022,OCT,18,Tuesday,SkyWest Airlines,SAN,"San Diego, CA",SMF,"Sacramento, CA",0,0
2023,MAR,14,Tuesday,United Air Lines,GSP,"Greer, SC",ORD,"Chicago, IL",0,0
2023,AUG,11,Friday,Southwest Airlines,LAX,"Los Angeles, CA",SJC,"San Jose, CA",0,0
2022,AUG,18,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1,0
2022,OCT,7,Friday,Spirit Air Lines,MSY,"New Orleans, LA",LAS,"Las Vegas, NV",0,1
2023,MAY,10,Wednesday,United Air Lines,AUS,"Austin, TX",EWR,"Newark, NJ",1,1
2022,NOV,10,Thursday,American Airlines,OKC,"Oklahoma City, OK",CLT,"Charlotte, NC",0,0
2023,JAN,8,Sunday,United Air Lines,DSM,"Des Moines, IA",ORD,"Chicago, IL",0,0
2022,OCT,31,Monday,Southwest Airlines,DAL,"Dallas, TX",ELP,"El Paso, TX",0,0
2022,OCT,8,Saturday,Delta Air Lines,ATL,"Atlanta, GA",MCO,"Orlando, FL",0,0
2022,SEP,12,Monday,Republic Airline,DTW,"Detroit, MI",CMH,"Columbus, OH",0,0
2022,OCT,4,Tuesday,Southwest Airlines,OGG,"Kahului, HI",HNL,"Honolulu, HI",0,0
2023,JUL,16,Sunday,Southwest Airlines,BNA,"Nashville, TN",PHL,"Philadelphia, PA",1,0
2022,DEC,15,Thursday,Southwest Airlines,ATL,"Atlanta, GA",MCO,"Orlando, FL",0,0
2023,JUL,13,Thursday,Allegiant Air,MEM,"Memphis, TN",PIE,"St. Petersburg, FL",0,1
2023,JUL,29,Saturday,Delta Air Lines,HNL,"Honolulu, HI",SEA,"Seattle, WA",0,0
2023,JAN,2,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",0,0
2022,NOV,1,Tuesday,Hawaiian Airlines,HNL,"Honolulu, HI",LIH,"Lihue, HI",1,1
2022,OCT,26,Wednesday,United Air Lines,DEN,"Denver, CO",PHX,"Phoenix, AZ",0,0
2023,JAN,17,Tuesday,Southwest Airlines,MCO,"Orlando, FL",BWI,"Baltimore, MD",0,0
2023,JUN,1,Thursday,Envoy Air,XNA,"Fayetteville, AR",CLT,"Charlotte, NC",0,0
2023,MAY,16,Tuesday,PSA Airlines,DFW,"Dallas/Fort Worth, TX",TLH,"Tallahassee, FL",0,1
2023,MAR,5,Sunday,Endeavor Air,LGA,"New York, NY",SCE,"State College, PA",0,0
2023,AUG,12,Saturday,Southwest Airlines,DCA,"Washington, DC",TPA,"Tampa, FL",1,1
2022,NOV,2,Wednesday,Delta Air Lines,BOI,"Boise, ID",ATL,"Atlanta, GA",1,1
2023,MAR,18,Saturday,Southwest Airlines,OAK,"Oakland, CA",LAS,"Las Vegas, NV",0,0
2023,APR,9,Sunday,SkyWest Airlines,BOI,"Boise, ID",SEA,"Seattle, WA",0,0
2023,MAY,25,Thursday,American Airlines,CLT,"Charlotte, NC",EWR,"Newark, NJ",0,0
2023,AUG,3,Thursday,Envoy Air,DFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX",0,0
2022,SEP,18,Sunday,Delta Air Lines,ATL,"Atlanta, GA",ROC,"Rochester, NY",1,0
2023,JAN,24,Tuesday,American Airlines,ORD,"Chicago, IL",LAX,"Los Angeles, CA",0,0
2022,DEC,28,Wednesday,Republic Airline,RDU,"Raleigh/Durham, NC",BOS,"Boston, MA",0,0
2023,APR,24,Monday,Southwest Airlines,DEN,"Denver, CO",COS,"Colorado Springs, CO",0,0
2023,FEB,10,Friday,Republic Airline,CMH,"Columbus, OH",EWR,"Newark, NJ",0,0
2022,DEC,11,Sunday,Delta Air Lines,BNA,"Nashville, TN",DTW,"Detroit, MI",0,0
2022,NOV,20,Sunday,Southwest Airlines,PHX,"Phoenix, AZ",STL,"St. Louis, MO",1,1
2022,NOV,30,Wednesday,JetBlue Airways,LAX,"Los Angeles, CA",JFK,"New York, NY",0,0
2023,AUG,20,Sunday,Frontier Airlines,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",0,0
2022,AUG,9,Tuesday,United Air Lines,ORD,"Chicago, IL",LAS,"Las Vegas, NV",0,0
2023,FEB,12,Sunday,United Air Lines,DEN,"Denver, CO",TUS,"Tucson, AZ",0,0
2022,OCT,8,Saturday,United Air Lines,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",0,0
2023,AUG,8,Tuesday,Southwest Airlines,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",0,0
2023,AUG,10,Thursday,Southwest Airlines,COS,"Colorado Springs, CO",DEN,"Denver, CO",0,0
2023,FEB,24,Friday,JetBlue Airways,FLL,"Fort Lauderdale, FL",JAX,"Jacksonville, FL",1,1
2023,APR,2,Sunday,Allegiant Air,SNA,"Santa Ana, CA",DSM,"Des Moines, IA",1,0
2023,JUN,2,Friday,SkyWest Airlines,LAX,"Los Angeles, CA",SMF,"Sacramento, CA",0,0
2023,MAY,16,Tuesday,SkyWest Airlines,SBP,"San Luis Obispo, CA",PHX,"Phoenix, AZ",0,0
2023,JUN,9,Friday,Endeavor Air,LGA,"New York, NY",ORH,"Worcester, MA",1,1
2023,JUL,10,Monday,JetBlue Airways,FLL,"Fort Lauderdale, FL",LAX,"Los Angeles, CA",0,0
2022,AUG,27,Saturday,PSA Airlines,ORF,"Norfolk, VA",PHL,"Philadelphia, PA",0,0
2022,AUG,14,Sunday,SkyWest Airlines,DEN,"Denver, CO",MAF,"Midland/Odessa, TX",0,1
2023,AUG,28,Monday,Endeavor Air,JFK,"New York, NY",CVG,"Cincinnati, OH",0,0
2023,FEB,19,Sunday,United Air Lines,GJT,"Grand Junction, CO",DEN,"Denver, CO",0,0
2022,NOV,21,Monday,Southwest Airlines,OGG,"Kahului, HI",PHX,"Phoenix, AZ",0,0
2023,AUG,10,Thursday,Alaska Airlines,SEA,"Seattle, WA",MCI,"Kansas City, MO",0,0
2022,AUG,10,Wednesday,Mesa Airlines,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",0,1
2023,MAY,1,Monday,United Air Lines,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",0,0
2023,AUG,22,Tuesday,United Air Lines,EWR,"Newark, NJ",LAS,"Las Vegas, NV",1,1
2022,OCT,25,Tuesday,Southwest Airlines,PHX,"Phoenix, AZ",DEN,"Denver, CO",0,0
2022,DEC,6,Tuesday,United Air Lines,SEA,"Seattle, WA",SFO,"San Francisco, CA",0,0
2023,JUL,5,Wednesday,Delta Air Lines,LGA,"New York, NY",BOS,"Boston, MA",0,0
2023,MAY,28,Sunday,Delta Air Lines,FAR,"Fargo, ND",MSP,"Minneapolis, MN",0,0
2022,NOV,5,Saturday,Envoy Air,DCA,"Washington, DC",CVG,"Cincinnati, OH",1,0
2023,MAY,1,Monday,Southwest Airlines,MDW,"Chicago, IL",MSP,"Minneapolis, MN",1,0
2023,MAY,12,Friday,American Airlines,SAN,"San Diego, CA",PHX,"Phoenix, AZ",0,0
2022,OCT,10,Monday,Southwest Airlines,GEG,"Spokane, WA",LAS,"Las Vegas, NV",0,0
2023,JUL,19,Wednesday,American Airlines,ORD,"Chicago, IL",PHL,"Philadelphia, PA",0,0
2022,SEP,8,Thursday,JetBlue Airways,BUF,"Buffalo, NY",JFK,"New York, NY",1,1
2022,AUG,14,Sunday,Frontier Airlines,MCO,"Orlando, FL",RDU,"Raleigh/Durham, NC",0,0
2023,MAR,25,Saturday,Republic Airline,PHL,"Philadelphia, PA",BOS,"Boston, MA",0,0
2022,SEP,18,Sunday,Mesa Airlines,DFW,"Dallas/Fort Worth, TX",MLI,"Moline, IL",0,0
2022,SEP,1,Thursday,Delta Air Lines,ATL,"Atlanta, GA",CLE,"Cleveland, OH",1,0
2023,MAY,18,Thursday,Southwest Airlines,STL,"St. Louis, MO",LIT,"Little Rock, AR",1,1
2022,OCT,7,Friday,Southwest Airlines,DEN,"Denver, CO",BUR,"Burbank, CA",0,0
2023,APR,26,Wednesday,Delta Air Lines,SEA,"Seattle, WA",KOA,"Kona, HI",0,0
2023,MAR,27,Monday,United Air Lines,MCO,"Orlando, FL",EWR,"Newark, NJ",0,0
2022,OCT,23,Sunday,United Air Lines,ORD,"Chicago, IL",IAD,"Washington, DC",0,0
2023,MAY,25,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",0,1
2023,MAR,20,Monday,Delta Air Lines,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",0,0
2022,AUG,9,Tuesday,Mesa Airlines,IAH,"Houston, TX",LGA,"New York, NY",0,0
2022,NOV,9,Wednesday,Delta Air Lines,ORF,"Norfolk, VA",ATL,"Atlanta, GA",0,0
2023,JUN,4,Sunday,Delta Air Lines,ATL,"Atlanta, GA",SAT,"San Antonio, TX",0,0
2023,MAR,21,Tuesday,Envoy Air,LIT,"Little Rock, AR",DCA,"Washington, DC",0,1
2023,JAN,5,Thursday,Endeavor Air,TRI,"Bristol/Johnson City/Kingsport, TN",ATL,"Atlanta, GA",0,0
2023,JUN,11,Sunday,Delta Air Lines,ATL,"Atlanta, GA",CMH,"Columbus, OH",1,1
2023,JUL,4,Tuesday,Delta Air Lines,ATL,"Atlanta, GA",ORD,"Chicago, IL",0,0
2023,JAN,2,Monday,JetBlue Airways,JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL",1,1
2023,MAY,26,Friday,Delta Air Lines,MSY,"New Orleans, LA",DTW,"Detroit, MI",0,0
2022,SEP,20,Tuesday,PSA Airlines,PHL,"Philadelphia, PA",BHM,"Birmingham, AL",0,0
2023,JUL,30,Sunday,American Airlines,PHX,"Phoenix, AZ",BUR,"Burbank, CA",0,0
2023,JUL,20,Thursday,American Airlines,BNA,"Nashville, TN",LGA,"New York, NY",1,1
2023,MAR,20,Monday,Endeavor Air,DTW,"Detroit, MI",CVG,"Cincinnati, OH",0,0
2022,NOV,10,Thursday,Delta Air Lines,ATL,"Atlanta, GA",BWI,"Baltimore, MD",0,0
2023,FEB,6,Monday,Southwest Airlines,ONT,"Ontario, CA",LAS,"Las Vegas, NV",0,0
2023,APR,22,Saturday,Southwest Airlines,MHT,"Manchester, NH",MCO,"Orlando, FL",1,1
2023,APR,11,Tuesday,SkyWest Airlines,PSP,"Palm Springs, CA",IAH,"Houston, TX",0,0
2023,APR,19,Wednesday,Southwest Airlines,BWI,"Baltimore, MD",GRR,"Grand Rapids, MI",0,0
2023,MAY,4,Thursday,SkyWest Airlines,PSP,"Palm Springs, CA",SFO,"San Francisco, CA",0,0
2023,MAR,16,Thursday,United Air Lines,MAF,"Midland/Odessa, TX",IAH,"Houston, TX",0,0
2023,APR,17,Monday,Republic Airline,GSO,"Greensboro/High Point, NC",EWR,"Newark, NJ",1,1
2022,SEP,12,Monday,JetBlue Airways,LGA,"New York, NY",MSY,"New Orleans, LA",0,1
2022,DEC,16,Friday,Southwest Airlines,ATL,"Atlanta, GA",MDW,"Chicago, IL",1,1
2023,AUG,25,Friday,United Air Lines,ORD,"Chicago, IL",ORF,"Norfolk, VA",1,1
2023,MAY,30,Tuesday,Southwest Airlines,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1,1
2023,MAR,13,Monday,JetBlue Airways,EWR,"Newark, NJ",BOS,"Boston, MA",0,0
2022,DEC,20,Tuesday,United Air Lines,SJC,"San Jose, CA",IAH,"Houston, TX",0,0
2023,AUG,23,Wednesday,Southwest Airlines,FLL,"Fort Lauderdale, FL",BWI,"Baltimore, MD",0,0
2023,AUG,18,Friday,United Air Lines,EWR,"Newark, NJ",FLL,"Fort Lauderdale, FL",1,1
2023,APR,20,Thursday,Southwest Airlines,BZN,"Bozeman, MT",DEN,"Denver, CO",0,0
2023,AUG,24,Thursday,American Airlines,BWI,"Baltimore, MD",CLT,"Charlotte, NC",0,0
2022,DEC,13,Tuesday,American Airlines,MSP,"Minneapolis, MN",CLT,"Charlotte, NC",0,0
2022,SEP,3,Saturday,Delta Air Lines,MCO,"Orlando, FL",ATL,"Atlanta, GA",0,0
2022,OCT,14,Friday,American Airlines,MIA,"Miami, FL",ATL,"Atlanta, GA",0,1
2022,SEP,22,Thursday,SkyWest Airlines,JAN,"Jackson/Vicksburg, MS",DFW,"Dallas/Fort Worth, TX",1,1
2023,APR,29,Saturday,Republic Airline,LGA,"New York, NY",IND,"Indianapolis, IN",0,0
2022,DEC,13,Tuesday,Horizon Air,SEA,"Seattle, WA",PSC,"Pasco/Kennewick/Richland, WA",0,0
2022,OCT,11,Tuesday,Mesa Airlines,LGB,"Long Beach, CA",PHX,"Phoenix, AZ",0,0
2022,NOV,16,Wednesday,United Air Lines,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",1,1
2023,FEB,13,Monday,Republic Airline,LGA,"New York, NY",RIC,"Richmond, VA",0,0
2023,JUL,17,Monday,Republic Airline,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",0,0
2023,MAR,23,Thursday,Southwest Airlines,SMF,"Sacramento, CA",LAX,"Los Angeles, CA",0,0
2023,JAN,15,Sunday,Delta Air Lines,ATL,"Atlanta, GA",DEN,"Denver, CO",0,0
2023,JAN,5,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",0,0
2022,NOV,24,Thursday,Southwest Airlines,TPA,"Tampa, FL",MDW,"Chicago, IL",0,0
2023,JUL,7,Friday,United Air Lines,MSY,"New Orleans, LA",IAD,"Washington, DC",1,1
2023,AUG,3,Thursday,SkyWest Airlines,DAY,"Dayton, OH",ORD,"Chicago, IL",0,0
2022,AUG,17,Wednesday,United Air Lines,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",0,0
2022,NOV,23,Wednesday,Delta Air Lines,MCI,"Kansas City, MO",ATL,"Atlanta, GA",0,0
2022,OCT,17,Monday,Delta Air Lines,ATL,"Atlanta, GA",SDF,"Louisville, KY",0,0
2023,FEB,1,Wednesday,Delta Air Lines,SEA,"Seattle, WA",LAX,"Los Angeles, CA",0,0
2023,APR,16,Sunday,American Airlines,MIA,"Miami, FL",LAS,"Las Vegas, NV",0,0
2022,OCT,30,Sunday,Southwest Airlines,SAT,"San Antonio, TX",STL,"St. Louis, MO",0,0
2023,JUL,17,Monday,SkyWest Airlines,SNA,"Santa Ana, CA",SFO,"San Francisco, CA",1,1
2022,SEP,5,Monday,United Air Lines,OMA,"Omaha, NE",DEN,"Denver, CO",0,0
2023,JUN,26,Monday,Alaska Airlines,PHX,"Phoenix, AZ",SEA,"Seattle, WA",0,0
2022,SEP,26,Monday,Envoy Air,BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX",0,0
2022,SEP,20,Tuesday,American Airlines,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",1,1
2023,AUG,27,Sunday,Delta Air Lines,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1,0
2023,JUN,2,Friday,Delta Air Lines,EWR,"Newark, NJ",ATL,"Atlanta, GA",1,1
2023,JAN,21,Saturday,PSA Airlines,TRI,"Bristol/Johnson City/Kingsport, TN",CLT,"Charlotte, NC",0,0
2023,FEB,28,Tuesday,JetBlue Airways,MCO,"Orlando, FL",JFK,"New York, NY",0,1
2022,AUG,11,Thursday,Alaska Airlines,BRW,"Barrow, AK",ANC,"Anchorage, AK",0,1
2023,JUL,25,Tuesday,Republic Airline,DCA,"Washington, DC",RDU,"Raleigh/Durham, NC",0,0
2023,JAN,26,Thursday,Spirit Air Lines,LAS,"Las Vegas, NV",SAT,"San Antonio, TX",0,0
2023,APR,2,Sunday,Southwest Airlines,HOU,"Houston, TX",LAX,"Los Angeles, CA",0,0
2023,AUG,31,Thursday,Southwest Airlines,GRR,"Grand Rapids, MI",DEN,"Denver, CO",0,0
2023,FEB,23,Thursday,Southwest Airlines,MDW,"Chicago, IL",MSY,"New Orleans, LA",0,0
2022,SEP,2,Friday,Delta Air Lines,JFK,"New York, NY",SFO,"San Francisco, CA",0,0
2023,JAN,3,Tuesday,American Airlines,ORD,"Chicago, IL",PHX,"Phoenix, AZ",0,1
2022,OCT,7,Friday,Spirit Air Lines,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",1,0
