YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2023,JUN,24,Saturday,Endeavor Air,DTW,"Detroit, MI",CVG,"Cincinnati, OH",0,0
2023,JUL,7,Friday,SkyWest Airlines,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",0,0
2023,AUG,31,Thursday,Southwest Airlines,SAN,"San Diego, CA",ELP,"El Paso, TX",1,1
2023,JUL,23,Sunday,Republic Airline,CVG,"Cincinnati, OH",BOS,"Boston, MA",0,0
2022,AUG,26,Friday,Southwest Airlines,PHX,"Phoenix, AZ",LGB,"Long Beach, CA",1,1
2022,AUG,25,Thursday,SkyWest Airlines,DEN,"Denver, CO",SHR,"Sheridan, WY",0,0
2022,OCT,12,Wednesday,Southwest Airlines,MSY,"New Orleans, LA",HOU,"Houston, TX",0,0
2023,APR,16,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",DTW,"Detroit, MI",0,1
2022,OCT,20,Thursday,Southwest Airlines,OAK,"Oakland, CA",SNA,"Santa Ana, CA",1,1
2023,FEB,4,Saturday,Delta Air Lines,ATL,"Atlanta, GA",ICT,"Wichita, KS",0,0
2023,JUN,4,Sunday,Southwest Airlines,SDF,"Louisville, KY",TPA,"Tampa, FL",0,0
2022,OCT,30,Sunday,Southwest Airlines,SJC,"San Jose, CA",LGB,"Long Beach, CA",1,1
2022,AUG,28,Sunday,PSA Airlines,PHL,"Philadelphia, PA",MHT,"Manchester, NH",0,0
2023,AUG,2,Wednesday,Delta Air Lines,MEM,"Memphis, TN",ATL,"Atlanta, GA",0,0
2023,MAR,5,Sunday,SkyWest Airlines,SLC,"Salt Lake City, UT",SGU,"St. George, UT",0,0
2022,DEC,29,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",BNA,"Nashville, TN",1,1
2023,FEB,1,Wednesday,American Airlines,CLT,"Charlotte, NC",MCO,"Orlando, FL",1,1
2022,AUG,3,Wednesday,JetBlue Airways,JFK,"New York, NY",LAX,"Los Angeles, CA",1,1
2023,MAY,17,Wednesday,SkyWest Airlines,ORD,"Chicago, IL",MKE,"Milwaukee, WI",0,0
2023,JUL,21,Friday,Envoy Air,MAF,"Midland/Odessa, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,10,Monday,Republic Airline,STL,"St. Louis, MO",LGA,"New York, NY",0,0
2022,AUG,8,Monday,Southwest Airlines,MDW,"Chicago, IL",ATL,"Atlanta, GA",0,0
2023,JUN,30,Friday,Delta Air Lines,LGA,"New York, NY",ATL,"Atlanta, GA",0,0
2022,DEC,17,Saturday,American Airlines,ORD,"Chicago, IL",PBI,"West Palm Beach/Palm Beach, FL",1,1
2022,AUG,30,Tuesday,SkyWest Airlines,DTW,"Detroit, MI",MDW,"Chicago, IL",0,0
2022,DEC,15,Thursday,Southwest Airlines,BWI,"Baltimore, MD",ISP,"Islip, NY",1,1
2022,SEP,29,Thursday,SkyWest Airlines,SLC,"Salt Lake City, UT",GTF,"Great Falls, MT",0,0
2023,MAY,28,Sunday,American Airlines,CLT,"Charlotte, NC",ORD,"Chicago, IL",1,1
2023,MAR,26,Sunday,Delta Air Lines,FLL,"Fort Lauderdale, FL",SEA,"Seattle, WA",1,1
2023,JUL,1,Saturday,United Air Lines,IAH,"Houston, TX",ANC,"Anchorage, AK",1,1
2022,NOV,28,Monday,Endeavor Air,JFK,"New York, NY",ROC,"Rochester, NY",0,0
2023,MAY,25,Thursday,Delta Air Lines,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",0,0
2022,NOV,2,Wednesday,American Airlines,MHT,"Manchester, NH",CLT,"Charlotte, NC",0,0
2022,DEC,17,Saturday,American Airlines,DCA,"Washington, DC",MIA,"Miami, FL",0,0
2023,MAR,27,Monday,Spirit Air Lines,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1,1
2023,JAN,22,Sunday,Envoy Air,IAH,"Houston, TX",MIA,"Miami, FL",0,0
2022,OCT,4,Tuesday,American Airlines,CLT,"Charlotte, NC",IAH,"Houston, TX",0,0
2022,OCT,8,Saturday,Spirit Air Lines,LAS,"Las Vegas, NV",BUR,"Burbank, CA",0,0
2023,APR,22,Saturday,United Air Lines,DEN,"Denver, CO",BIL,"Billings, MT",0,0
2022,AUG,10,Wednesday,Southwest Airlines,SJC,"San Jose, CA",BUR,"Burbank, CA",1,1
2023,AUG,2,Wednesday,United Air Lines,SFO,"San Francisco, CA",ORD,"Chicago, IL",1,1
2023,APR,18,Tuesday,American Airlines,ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,AUG,30,Wednesday,Envoy Air,SJT,"San Angelo, TX",DFW,"Dallas/Fort Worth, TX",0,0
2022,NOV,4,Friday,Delta Air Lines,ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC",0,1
2022,AUG,14,Sunday,Endeavor Air,DTW,"Detroit, MI",CVG,"Cincinnati, OH",0,0
2023,JUN,19,Monday,JetBlue Airways,LAX,"Los Angeles, CA",JFK,"New York, NY",1,1
2022,DEC,6,Tuesday,American Airlines,ORD,"Chicago, IL",JFK,"New York, NY",0,0
2022,OCT,2,Sunday,American Airlines,LAX,"Los Angeles, CA",ORD,"Chicago, IL",0,0
2022,SEP,23,Friday,Delta Air Lines,MSP,"Minneapolis, MN",BWI,"Baltimore, MD",1,1
2022,AUG,4,Thursday,SkyWest Airlines,HPN,"White Plains, NY",DTW,"Detroit, MI",1,1
2023,JUN,16,Friday,Envoy Air,DFW,"Dallas/Fort Worth, TX",LRD,"Laredo, TX",0,0
2023,JUN,23,Friday,American Airlines,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",1,1
2022,AUG,2,Tuesday,Delta Air Lines,JAC,"Jackson, WY",SLC,"Salt Lake City, UT",1,1
2022,SEP,7,Wednesday,American Airlines,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",0,0
2022,SEP,30,Friday,SkyWest Airlines,SLC,"Salt Lake City, UT",IDA,"Idaho Falls, ID",1,1
2022,DEC,10,Saturday,Delta Air Lines,MSP,"Minneapolis, MN",GEG,"Spokane, WA",0,0
2023,MAY,29,Monday,SkyWest Airlines,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",0,0
2023,APR,2,Sunday,Southwest Airlines,MCI,"Kansas City, MO",DAL,"Dallas, TX",0,0
2023,JAN,17,Tuesday,Southwest Airlines,LAX,"Los Angeles, CA",AUS,"Austin, TX",0,0
2023,MAR,27,Monday,SkyWest Airlines,MSP,"Minneapolis, MN",PIT,"Pittsburgh, PA",0,0
2023,JUN,12,Monday,SkyWest Airlines,SLC,"Salt Lake City, UT",FAT,"Fresno, CA",0,0
2023,JUL,14,Friday,American Airlines,PHX,"Phoenix, AZ",ONT,"Ontario, CA",0,0
2022,AUG,3,Wednesday,JetBlue Airways,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",0,0
2022,NOV,19,Saturday,United Air Lines,ORD,"Chicago, IL",RSW,"Fort Myers, FL",0,0
2023,AUG,25,Friday,Delta Air Lines,DEN,"Denver, CO",JFK,"New York, NY",1,1
2023,AUG,2,Wednesday,United Air Lines,EWR,"Newark, NJ",MCO,"Orlando, FL",0,0
2022,NOV,28,Monday,Southwest Airlines,LIH,"Lihue, HI",HNL,"Honolulu, HI",0,1
2022,OCT,21,Friday,Delta Air Lines,MCI,"Kansas City, MO",ATL,"Atlanta, GA",0,0
2022,OCT,12,Wednesday,American Airlines,MIA,"Miami, FL",DCA,"Washington, DC",0,0
2023,MAR,20,Monday,SkyWest Airlines,ATL,"Atlanta, GA",SBN,"South Bend, IN",1,1
2023,AUG,9,Wednesday,SkyWest Airlines,ORD,"Chicago, IL",FWA,"Fort Wayne, IN",0,0
2022,NOV,6,Sunday,SkyWest Airlines,DFW,"Dallas/Fort Worth, TX",FWA,"Fort Wayne, IN",0,0
2023,JAN,19,Thursday,Delta Air Lines,OAK,"Oakland, CA",SLC,"Salt Lake City, UT",1,1
2023,JUN,8,Thursday,United Air Lines,SFO,"San Francisco, CA",CLE,"Cleveland, OH",0,0
2023,JUL,15,Saturday,SkyWest Airlines,DFW,"Dallas/Fort Worth, TX",BTR,"Baton Rouge, LA",0,0
2022,NOV,15,Tuesday,United Air Lines,DEN,"Denver, CO",BZN,"Bozeman, MT",0,0
2022,DEC,5,Monday,Southwest Airlines,MDW,"Chicago, IL",MCI,"Kansas City, MO",0,0
2022,SEP,23,Friday,Allegiant Air,MRY,"Monterey, CA",LAS,"Las Vegas, NV",1,1
2023,MAY,3,Wednesday,Southwest Airlines,HOU,"Houston, TX",OAK,"Oakland, CA",0,0
2023,JUN,16,Friday,Southwest Airlines,SAN,"San Diego, CA",PHX,"Phoenix, AZ",1,0
2023,MAR,1,Wednesday,SkyWest Airlines,SMF,"Sacramento, CA",LAX,"Los Angeles, CA",0,0
2022,OCT,7,Friday,Southwest Airlines,DAL,"Dallas, TX",ELP,"El Paso, TX",0,0
2023,MAY,22,Monday,United Air Lines,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",0,1
2023,APR,12,Wednesday,Southwest Airlines,SAN,"San Diego, CA",DEN,"Denver, CO",0,0
2023,FEB,3,Friday,Delta Air Lines,MSP,"Minneapolis, MN",MCI,"Kansas City, MO",0,0
2022,DEC,8,Thursday,Republic Airline,DCA,"Washington, DC",JFK,"New York, NY",0,0
2022,SEP,13,Tuesday,American Airlines,DFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK",0,0
2023,MAY,14,Sunday,Delta Air Lines,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",0,0
2023,JUL,8,Saturday,Southwest Airlines,MYR,"Myrtle Beach, SC",BNA,"Nashville, TN",1,1
2023,MAR,4,Saturday,Southwest Airlines,LAS,"Las Vegas, NV",SJC,"San Jose, CA",0,0
2023,JAN,12,Thursday,American Airlines,SAN,"San Diego, CA",MIA,"Miami, FL",0,1
2022,SEP,18,Sunday,Delta Air Lines,ATL,"Atlanta, GA",PDX,"Portland, OR",1,1
2022,DEC,17,Saturday,Southwest Airlines,BNA,"Nashville, TN",AUS,"Austin, TX",0,0
2022,OCT,27,Thursday,SkyWest Airlines,DFW,"Dallas/Fort Worth, TX",TYR,"Tyler, TX",0,0
2022,AUG,5,Friday,Delta Air Lines,MCO,"Orlando, FL",LGA,"New York, NY",1,1
2023,AUG,14,Monday,Envoy Air,CLT,"Charlotte, NC",XNA,"Fayetteville, AR",1,1
2023,MAY,4,Thursday,Alaska Airlines,PSP,"Palm Springs, CA",SEA,"Seattle, WA",0,0
2022,AUG,29,Monday,United Air Lines,DEN,"Denver, CO",PHX,"Phoenix, AZ",0,0
2022,SEP,21,Wednesday,American Airlines,MIA,"Miami, FL",JFK,"New York, NY",0,0
2023,AUG,18,Friday,Alaska Airlines,MCO,"Orlando, FL",SEA,"Seattle, WA",0,0
2023,JUN,1,Thursday,United Air Lines,DEN,"Denver, CO",SYR,"Syracuse, NY",1,1
2023,APR,26,Wednesday,Envoy Air,GJT,"Grand Junction, CO",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,28,Saturday,SkyWest Airlines,BOI,"Boise, ID",LAX,"Los Angeles, CA",0,1
2023,MAY,20,Saturday,Endeavor Air,SYR,"Syracuse, NY",DTW,"Detroit, MI",0,0
2022,NOV,23,Wednesday,SkyWest Airlines,PSC,"Pasco/Kennewick/Richland, WA",SEA,"Seattle, WA",0,0
2023,FEB,4,Saturday,Southwest Airlines,MHT,"Manchester, NH",BWI,"Baltimore, MD",0,0
2023,JAN,26,Thursday,Envoy Air,AUS,"Austin, TX",MSY,"New Orleans, LA",0,0
2022,AUG,25,Thursday,United Air Lines,MSY,"New Orleans, LA",IAH,"Houston, TX",1,1
2022,DEC,19,Monday,SkyWest Airlines,JMS,"Jamestown, ND",DEN,"Denver, CO",0,1
2023,FEB,14,Tuesday,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL",BNA,"Nashville, TN",0,0
2022,AUG,16,Tuesday,Republic Airline,ORF,"Norfolk, VA",EWR,"Newark, NJ",0,0
2023,JAN,26,Thursday,Republic Airline,RIC,"Richmond, VA",LGA,"New York, NY",0,1
2023,MAR,18,Saturday,Allegiant Air,SFB,"Sanford, FL",ABE,"Allentown/Bethlehem/Easton, PA",0,0
2023,MAR,21,Tuesday,Hawaiian Airlines,HNL,"Honolulu, HI",ITO,"Hilo, HI",0,0
2023,MAY,28,Sunday,Delta Air Lines,DTW,"Detroit, MI",RIC,"Richmond, VA",0,0
2023,APR,25,Tuesday,SkyWest Airlines,SJC,"San Jose, CA",PHX,"Phoenix, AZ",0,0
2022,NOV,16,Wednesday,United Air Lines,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",0,0
2023,JAN,20,Friday,American Airlines,JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,30,Tuesday,SkyWest Airlines,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",0,0
2023,AUG,2,Wednesday,Endeavor Air,LGA,"New York, NY",ROC,"Rochester, NY",0,0
2023,MAY,13,Saturday,Southwest Airlines,PHX,"Phoenix, AZ",COS,"Colorado Springs, CO",1,0
2023,JUN,1,Thursday,United Air Lines,BOS,"Boston, MA",IAD,"Washington, DC",0,0
2022,AUG,30,Tuesday,SkyWest Airlines,SLC,"Salt Lake City, UT",ABQ,"Albuquerque, NM",0,0
2023,AUG,4,Friday,Delta Air Lines,MCO,"Orlando, FL",MIA,"Miami, FL",0,0
2022,AUG,11,Thursday,SkyWest Airlines,DEN,"Denver, CO",FAR,"Fargo, ND",0,0
2023,AUG,17,Thursday,Southwest Airlines,SMF,"Sacramento, CA",SAN,"San Diego, CA",1,1
2023,FEB,2,Thursday,American Airlines,ORD,"Chicago, IL",MCO,"Orlando, FL",0,0
2022,DEC,14,Wednesday,Delta Air Lines,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",0,0
2023,JUN,4,Sunday,Frontier Airlines,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,19,Thursday,Allegiant Air,PIE,"St. Petersburg, FL",MEM,"Memphis, TN",0,0
2023,MAY,25,Thursday,Republic Airline,LGA,"New York, NY",BOS,"Boston, MA",1,1
2023,JAN,9,Monday,Spirit Air Lines,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,18,Tuesday,Delta Air Lines,MSP,"Minneapolis, MN",GRR,"Grand Rapids, MI",1,1
2023,APR,9,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",BUR,"Burbank, CA",0,0
2023,MAY,11,Thursday,Delta Air Lines,SEA,"Seattle, WA",ANC,"Anchorage, AK",0,0
2023,JUL,10,Monday,United Air Lines,EWR,"Newark, NJ",LAX,"Los Angeles, CA",1,1
2022,SEP,22,Thursday,Delta Air Lines,CVG,"Cincinnati, OH",FLL,"Fort Lauderdale, FL",0,0
2022,AUG,27,Saturday,United Air Lines,MIA,"Miami, FL",IAH,"Houston, TX",0,0
2023,APR,25,Tuesday,Southwest Airlines,PHX,"Phoenix, AZ",SJC,"San Jose, CA",0,0
2022,SEP,25,Sunday,Southwest Airlines,BWI,"Baltimore, MD",MIA,"Miami, FL",1,1
2023,JUN,29,Thursday,Frontier Airlines,DEN,"Denver, CO",MSN,"Madison, WI",0,0
2022,NOV,13,Sunday,Southwest Airlines,PHX,"Phoenix, AZ",DEN,"Denver, CO",0,0
2023,JAN,19,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",OKC,"Oklahoma City, OK",1,1
2023,JUN,18,Sunday,Spirit Air Lines,FLL,"Fort Lauderdale, FL",ORF,"Norfolk, VA",0,0
2023,APR,16,Sunday,SkyWest Airlines,DEN,"Denver, CO",OKC,"Oklahoma City, OK",0,0
2022,OCT,29,Saturday,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",0,0
2023,JUL,25,Tuesday,American Airlines,IAD,"Washington, DC",CLT,"Charlotte, NC",0,0
2023,FEB,21,Tuesday,Frontier Airlines,ONT,"Ontario, CA",DEN,"Denver, CO",0,0
2023,FEB,23,Thursday,United Air Lines,LAX,"Los Angeles, CA",ORD,"Chicago, IL",0,0
2023,JUN,4,Sunday,Republic Airline,BOS,"Boston, MA",DCA,"Washington, DC",0,0
2023,MAY,11,Thursday,Spirit Air Lines,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",0,0
2023,AUG,22,Tuesday,SkyWest Airlines,ORD,"Chicago, IL",JFK,"New York, NY",1,1
2023,MAR,11,Saturday,Republic Airline,EWR,"Newark, NJ",MSY,"New Orleans, LA",0,0
2023,JUN,2,Friday,Southwest Airlines,OAK,"Oakland, CA",LAX,"Los Angeles, CA",0,0
2023,JUL,22,Saturday,Delta Air Lines,SLC,"Salt Lake City, UT",DTW,"Detroit, MI",0,0
2023,FEB,19,Sunday,American Airlines,LAX,"Los Angeles, CA",CLT,"Charlotte, NC",0,0
2023,JUL,13,Thursday,Republic Airline,GRR,"Grand Rapids, MI",ORD,"Chicago, IL",0,0
2022,OCT,1,Saturday,United Air Lines,PHL,"Philadelphia, PA",ORD,"Chicago, IL",0,0
2023,APR,29,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",AVL,"Asheville, NC",0,0
2023,AUG,27,Sunday,Spirit Air Lines,ORD,"Chicago, IL",TPA,"Tampa, FL",0,0
2023,JUL,16,Sunday,Southwest Airlines,ABQ,"Albuquerque, NM",DEN,"Denver, CO",0,0
2023,APR,13,Thursday,American Airlines,SJU,"San Juan, PR",CLT,"Charlotte, NC",0,0
2023,JAN,7,Saturday,Southwest Airlines,KOA,"Kona, HI",LAS,"Las Vegas, NV",0,0
2023,JUL,3,Monday,Southwest Airlines,PIT,"Pittsburgh, PA",MDW,"Chicago, IL",0,0
2023,JAN,17,Tuesday,American Airlines,MIA,"Miami, FL",TPA,"Tampa, FL",0,0
2023,AUG,19,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN",0,0
2022,AUG,31,Wednesday,Southwest Airlines,PHL,"Philadelphia, PA",BNA,"Nashville, TN",0,0
2023,MAY,19,Friday,Southwest Airlines,OAK,"Oakland, CA",ONT,"Ontario, CA",1,1
2023,JAN,29,Sunday,Alaska Airlines,SEA,"Seattle, WA",PDX,"Portland, OR",1,0
2023,MAY,11,Thursday,American Airlines,AUS,"Austin, TX",ORD,"Chicago, IL",0,0
2022,SEP,13,Tuesday,United Air Lines,ORD,"Chicago, IL",EWR,"Newark, NJ",0,0
2023,MAR,23,Thursday,SkyWest Airlines,MSN,"Madison, WI",DTW,"Detroit, MI",1,1
2022,OCT,27,Thursday,American Airlines,CMH,"Columbus, OH",DFW,"Dallas/Fort Worth, TX",0,0
2023,JUL,18,Tuesday,American Airlines,OGG,"Kahului, HI",PHX,"Phoenix, AZ",0,0
2023,JUN,25,Sunday,United Air Lines,DEN,"Denver, CO",SNA,"Santa Ana, CA",1,1
2023,MAR,6,Monday,JetBlue Airways,LAX,"Los Angeles, CA",EWR,"Newark, NJ",0,0
2022,AUG,14,Sunday,SkyWest Airlines,DEN,"Denver, CO",RAP,"Rapid City, SD",0,0
2023,FEB,9,Thursday,United Air Lines,DEN,"Denver, CO",DSM,"Des Moines, IA",0,0
2023,JUN,17,Saturday,Frontier Airlines,LAS,"Las Vegas, NV",BNA,"Nashville, TN",0,0
2022,AUG,14,Sunday,Southwest Airlines,AUS,"Austin, TX",SAN,"San Diego, CA",1,1
2022,NOV,17,Thursday,JetBlue Airways,PVD,"Providence, RI",MCO,"Orlando, FL",0,0
2022,DEC,8,Thursday,American Airlines,JFK,"New York, NY",MIA,"Miami, FL",0,0
2023,MAY,21,Sunday,JetBlue Airways,LGA,"New York, NY",MCO,"Orlando, FL",0,0
2022,OCT,19,Wednesday,SkyWest Airlines,SAN,"San Diego, CA",FAT,"Fresno, CA",0,0
2023,MAY,27,Saturday,United Air Lines,TPA,"Tampa, FL",EWR,"Newark, NJ",0,0
2023,JUL,17,Monday,Southwest Airlines,MCI,"Kansas City, MO",STL,"St. Louis, MO",0,0
2022,AUG,30,Tuesday,United Air Lines,IAD,"Washington, DC",SAT,"San Antonio, TX",1,1
2022,NOV,29,Tuesday,Southwest Airlines,MDW,"Chicago, IL",DCA,"Washington, DC",0,0
2023,FEB,26,Sunday,American Airlines,CLT,"Charlotte, NC",SEA,"Seattle, WA",0,0
2022,AUG,21,Sunday,Southwest Airlines,SEA,"Seattle, WA",OAK,"Oakland, CA",0,0
2023,MAY,27,Saturday,PSA Airlines,CLT,"Charlotte, NC",GSP,"Greer, SC",0,0
2022,SEP,1,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",0,1
2023,MAY,9,Tuesday,United Air Lines,DEN,"Denver, CO",PDX,"Portland, OR",0,0
2023,FEB,16,Thursday,JetBlue Airways,BDL,"Hartford, CT",RSW,"Fort Myers, FL",0,0
2022,SEP,25,Sunday,Alaska Airlines,SEA,"Seattle, WA",PDX,"Portland, OR",0,0
2023,JUL,7,Friday,Southwest Airlines,ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA",0,0
2023,JUL,5,Wednesday,United Air Lines,IAH,"Houston, TX",SEA,"Seattle, WA",0,0
2022,NOV,13,Sunday,Frontier Airlines,CID,"Cedar Rapids/Iowa City, IA",MCO,"Orlando, FL",1,1
2023,JUL,8,Saturday,American Airlines,TYS,"Knoxville, TN",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,19,Friday,Delta Air Lines,ATL,"Atlanta, GA",GRB,"Green Bay, WI",0,0
2022,AUG,21,Sunday,Envoy Air,MIA,"Miami, FL",RDU,"Raleigh/Durham, NC",0,0
2023,MAR,5,Sunday,Southwest Airlines,MSY,"New Orleans, LA",HOU,"Houston, TX",0,0
2023,APR,13,Thursday,Delta Air Lines,SLC,"Salt Lake City, UT",DEN,"Denver, CO",1,1
2022,NOV,27,Sunday,United Air Lines,DEN,"Denver, CO",MSY,"New Orleans, LA",0,0
2023,MAR,1,Wednesday,American Airlines,MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX",1,1
2023,APR,8,Saturday,American Airlines,BWI,"Baltimore, MD",DFW,"Dallas/Fort Worth, TX",0,0
2022,SEP,20,Tuesday,Southwest Airlines,PDX,"Portland, OR",PHX,"Phoenix, AZ",1,1
2022,OCT,4,Tuesday,Southwest Airlines,SMF,"Sacramento, CA",ONT,"Ontario, CA",0,0
2023,JUL,25,Tuesday,Endeavor Air,DCA,"Washington, DC",CVG,"Cincinnati, OH",0,0
2022,NOV,8,Tuesday,American Airlines,ORD,"Chicago, IL",PHL,"Philadelphia, PA",0,0
2022,AUG,20,Saturday,Southwest Airlines,MCO,"Orlando, FL",PVD,"Providence, RI",1,0
2022,OCT,13,Thursday,Southwest Airlines,MEM,"Memphis, TN",HOU,"Houston, TX",0,0
2023,FEB,15,Wednesday,SkyWest Airlines,MOT,"Minot, ND",MSP,"Minneapolis, MN",0,0
2023,JUN,21,Wednesday,United Air Lines,DEN,"Denver, CO",MIA,"Miami, FL",1,1
2023,APR,26,Wednesday,Frontier Airlines,TPA,"Tampa, FL",CLE,"Cleveland, OH",0,0
2023,APR,8,Saturday,Spirit Air Lines,TPA,"Tampa, FL",BOS,"Boston, MA",1,0
2023,AUG,19,Saturday,Southwest Airlines,MCO,"Orlando, FL",BNA,"Nashville, TN",0,0
2023,FEB,22,Wednesday,Southwest Airlines,SAT,"San Antonio, TX",DEN,"Denver, CO",0,0
2022,DEC,4,Sunday,American Airlines,MIA,"Miami, FL",LAX,"Los Angeles, CA",0,0
2022,OCT,11,Tuesday,PSA Airlines,FLO,"Florence, SC",CLT,"Charlotte, NC",0,0
2023,FEB,5,Sunday,Alaska Airlines,SEA,"Seattle, WA",LAX,"Los Angeles, CA",0,0
2022,AUG,30,Tuesday,JetBlue Airways,JFK,"New York, NY",ORH,"Worcester, MA",0,0
2023,MAR,14,Tuesday,United Air Lines,LAX,"Los Angeles, CA",BOS,"Boston, MA",0,0
2022,DEC,13,Tuesday,SkyWest Airlines,DFW,"Dallas/Fort Worth, TX",CSG,"Columbus, GA",1,1
2023,JUL,7,Friday,American Airlines,RIC,"Richmond, VA",CLT,"Charlotte, NC",0,0
2023,FEB,7,Tuesday,United Air Lines,PIT,"Pittsburgh, PA",DEN,"Denver, CO",0,0
2023,APR,11,Tuesday,Envoy Air,LIT,"Little Rock, AR",DFW,"Dallas/Fort Worth, TX",0,0
2022,NOV,15,Tuesday,American Airlines,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,18,Thursday,SkyWest Airlines,BHM,"Birmingham, AL",DTW,"Detroit, MI",0,0
2022,SEP,1,Thursday,Southwest Airlines,OAK,"Oakland, CA",SNA,"Santa Ana, CA",0,1
2023,MAY,19,Friday,SkyWest Airlines,DEN,"Denver, CO",BFF,"Scottsbluff, NE",0,0
2023,APR,6,Thursday,Delta Air Lines,ATL,"Atlanta, GA",PIT,"Pittsburgh, PA",1,1
2023,AUG,22,Tuesday,SkyWest Airlines,ORD,"Chicago, IL",FAR,"Fargo, ND",0,0
2023,JAN,27,Friday,United Air Lines,ORD,"Chicago, IL",MSY,"New Orleans, LA",1,0
2023,JUL,15,Saturday,American Airlines,CLT,"Charlotte, NC",BUF,"Buffalo, NY",0,0
2023,JAN,20,Friday,United Air Lines,PDX,"Portland, OR",SFO,"San Francisco, CA",0,0
2023,JAN,19,Thursday,Republic Airline,PWM,"Portland, ME",DCA,"Washington, DC",0,0
2023,APR,4,Tuesday,American Airlines,SNA,"Santa Ana, CA",ORD,"Chicago, IL",0,0
2023,MAR,11,Saturday,American Airlines,LAX,"Los Angeles, CA",JFK,"New York, NY",0,0
2023,AUG,21,Monday,Spirit Air Lines,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",0,0
2023,FEB,19,Sunday,SkyWest Airlines,BOS,"Boston, MA",JFK,"New York, NY",0,0
2022,NOV,17,Thursday,Southwest Airlines,DTW,"Detroit, MI",BNA,"Nashville, TN",0,0
2023,MAY,7,Sunday,Alaska Airlines,JFK,"New York, NY",SAN,"San Diego, CA",1,1
2022,AUG,12,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",SNA,"Santa Ana, CA",1,1
2023,JUL,20,Thursday,Southwest Airlines,DEN,"Denver, CO",MDW,"Chicago, IL",1,1
2023,APR,24,Monday,Endeavor Air,LGA,"New York, NY",SCE,"State College, PA",0,0
2022,AUG,14,Sunday,American Airlines,SNA,"Santa Ana, CA",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAR,11,Saturday,Southwest Airlines,LGA,"New York, NY",BNA,"Nashville, TN",0,0
2023,AUG,14,Monday,Delta Air Lines,DCA,"Washington, DC",MSP,"Minneapolis, MN",0,1
2023,MAY,10,Wednesday,Southwest Airlines,BWI,"Baltimore, MD",MCO,"Orlando, FL",1,1
2023,AUG,30,Wednesday,United Air Lines,EWR,"Newark, NJ",BNA,"Nashville, TN",0,0
2023,JUL,2,Sunday,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL",IND,"Indianapolis, IN",0,1
2023,JUL,26,Wednesday,Southwest Airlines,MCO,"Orlando, FL",DAL,"Dallas, TX",0,0
2022,OCT,14,Friday,Southwest Airlines,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",0,0
2023,JAN,30,Monday,Republic Airline,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",0,0
2022,DEC,24,Saturday,Mesa Airlines,LBB,"Lubbock, TX",DFW,"Dallas/Fort Worth, TX",1,1
